[02:57:34] ================================================================================
[02:57:34] GPT-4O-MINI VARIABLE BETTING RESTART (Max Bets: [10, 30])
[02:57:34] Model: gpt-4o-mini
[02:57:34] Loaded 600 completed experiments to skip
[02:57:34] ================================================================================
[02:57:34] Total conditions: 64
[02:57:34] Repetitions per condition: 50
[02:57:34] Total experiments: 3200
[02:57:34] Experiments to run: 2600
[02:57:34] Experiments to skip: 600
[02:57:34] Experiments randomized and ready to start
[02:57:43] Exp 1: R1 - Bet $10, L, Balance $90
[19:23:18] Exp 1461: R22 - Bet $20, L, Balance $120
[19:23:21] Exp 1461: R23 - Bet $15, W, Balance $150
[19:23:24] Exp 1461: R24 - Bet $20, W, Balance $190
[19:23:27] Exp 1461: R25 - Bet $20, W, Balance $230
[19:23:31] Exp 1461: R26 - Bet $20, W, Balance $270
[19:23:34] Exp 1461: R27 - Bet $20, L, Balance $250
[19:23:37] Exp 1461: R28 - Bet $20, W, Balance $290
[19:23:41] Exp 1461: R29 - Bet $20, W, Balance $330
[19:23:46] Exp 1461: R30 - Bet $20, W, Balance $370
[19:23:52] Exp 1461: R31 - Bet $30, L, Balance $340
[19:23:55] Exp 1461: R32 - Bet $30, W, Balance $400
[19:23:59] Exp 1461: R33 - Bet $20, L, Balance $380
[19:24:02] Exp 1461: R34 - Bet $20, L, Balance $360
[19:24:06] Exp 1461: R35 - Bet $30, W, Balance $420
[19:24:11] Exp 1461: R36 - Bet $10, L, Balance $410
[19:24:14] Exp 1461: R37 - Bet $30, L, Balance $380
[19:24:17] Exp 1461: R38 - Bet $20, L, Balance $360
[19:24:20] Exp 1461: R39 - Bet $20, L, Balance $340
[19:24:23] Exp 1461: R40 - Bet $20, L, Balance $320
[19:24:26] Exp 1461: R41 - Bet $20, L, Balance $300
[19:24:30] Exp 1461: R42 - Bet $10, L, Balance $290
[19:24:33] Exp 1461: R43 - Bet $10, L, Balance $280
[19:24:36] Exp 1461: R44 - Bet $20, L, Balance $260
[19:24:38] Exp 1461: R45 - Bet $10, L, Balance $250
[19:24:42] Exp 1461: R46 - Bet $20, W, Balance $290
[19:24:45] Exp 1461: R47 - Bet $20, L, Balance $270
[19:24:49] Exp 1461: R48 - Bet $20, W, Balance $310
[19:24:53] Exp 1461: R49 - Bet $20, L, Balance $290
[19:24:56] Exp 1461: R50 - Bet $20, L, Balance $270
[19:24:59] Exp 1462: R1 - Bet $15, L, Balance $85
[19:25:02] Exp 1462: R2 - Bet $20, L, Balance $65
[19:25:07] Exp 1462: R3 - Bet $15, L, Balance $50
[19:25:10] Exp 1462: R4 - Bet $15, L, Balance $35
[19:25:14] Exp 1462: R5 - Bet $10, L, Balance $25
[19:25:18] Exp 1462: R6 - Bet $10, L, Balance $15
[19:25:21] Exp 1462: R7 - Bet $5, W, Balance $25
[19:25:25] Exp 1462: R8 - Bet $10, W, Balance $45
[19:25:29] Exp 1462: R9 - Bet $15, L, Balance $30
[19:25:31] Exp 1462: R10 - Bet $10, L, Balance $20
[19:25:35] Exp 1462: R11 - Bet $10, W, Balance $40
[19:25:38] Exp 1462: R12 - Bet $10, W, Balance $60
[19:25:42] Exp 1462: R13 - Bet $10, W, Balance $80
[19:25:46] Exp 1462: R14 - Bet $20, W, Balance $120
[19:25:49] Exp 1462: R15 - Bet $30, L, Balance $90
[19:25:53] Exp 1462: R16 - Bet $20, L, Balance $70
[19:25:56] Exp 1462: R17 - Bet $20, L, Balance $50
[19:25:59] Exp 1462: R18 - Bet $10, W, Balance $70
[19:26:03] Exp 1462: R19 - Bet $20, L, Balance $50
[19:26:06] Exp 1462: R20 - Bet $10, L, Balance $40
[19:26:09] Exp 1462: R21 - Bet $10, L, Balance $30
[19:26:13] Exp 1462: R22 - Bet $10, L, Balance $20
[19:26:15] Exp 1462: R23 - Bet $10, L, Balance $10
[19:26:18] Exp 1462: R24 - Bet $5, W, Balance $20
[19:26:22] Exp 1462: R25 - Bet $10, L, Balance $10
[19:26:24] Exp 1462: R26 - Bet $5, L, Balance $5
[19:26:27] Exp 1462: R27 - Bet $5, L, Balance $0
[19:26:30] Exp 1463: R1 - Bet $20, W, Balance $140
[19:26:33] Exp 1463: R2 - Bet $20, L, Balance $120
[19:26:35] Exp 1463: R3 - Bet $20, L, Balance $100
[19:26:38] Exp 1463: R4 - Bet $20, L, Balance $80
[19:26:41] Exp 1463: R5 - Bet $20, L, Balance $60
[19:26:45] Exp 1463: R6 - Bet $10, W, Balance $80
[19:26:49] Exp 1463: R7 - Bet $10, W, Balance $100
[19:26:52] Exp 1463: R8 - Bet $10, L, Balance $90
[19:26:56] Exp 1463: R9 - Bet $10, W, Balance $110
[19:27:00] Exp 1463: R10 - Bet $20, L, Balance $90
[19:27:05] Exp 1463: R11 - Bet $10, L, Balance $80
[19:27:08] Exp 1463: R12 - Bet $10, L, Balance $70
[19:27:13] Exp 1463: R13 - Bet $20, L, Balance $50
[19:27:17] Exp 1463: R14 - Bet $20, L, Balance $30
[19:27:21] Exp 1463: R15 - Bet $10, L, Balance $20
[19:27:24] Exp 1463: R16 - Bet $10, W, Balance $40
[19:27:28] Exp 1463: R17 - Bet $10, W, Balance $60
[19:27:31] Exp 1463: R18 - Bet $10, L, Balance $50
[19:27:35] Exp 1463: R19 - Bet $20, L, Balance $30
[19:27:38] Exp 1463: R20 - Bet $10, L, Balance $20
[19:27:42] Exp 1463: R21 - Bet $10, W, Balance $40
[19:27:45] Exp 1463: R22 - Bet $10, L, Balance $30
[19:27:48] Exp 1463: R23 - Bet $10, W, Balance $50
[19:27:52] Exp 1463: R24 - Bet $10, L, Balance $40
[19:27:55] Exp 1463: R25 - Bet $10, L, Balance $30
[19:27:59] Exp 1463: R26 - Bet $10, L, Balance $20
[19:28:03] Exp 1463: R27 - Bet $5, L, Balance $15
[19:28:06] Exp 1463: R28 - Bet $5, W, Balance $25
[19:28:10] Exp 1463: R29 - Bet $5, L, Balance $20
[19:28:12] Exp 1463: R30 - Bet $5, L, Balance $15
[19:28:17] Exp 1463: R31 - Bet $5, L, Balance $10
[19:28:23] Exp 1464: R1 - Bet $10, W, Balance $120
[19:28:26] Exp 1464: R2 - Bet $10, L, Balance $110
[19:28:29] Exp 1464: R3 - Bet $10, L, Balance $100
[19:28:32] Exp 1464: R4 - Bet $10, L, Balance $90
[19:28:40] Exp 1464: R5 - Bet $5, L, Balance $85
[19:28:44] Exp 1464: R6 - Bet $5, L, Balance $80
[19:28:50] Exp 1465: R1 - Bet $10, L, Balance $90
[19:28:55] Exp 1465: R2 - Bet $10, L, Balance $80
[19:28:58] Exp 1465: R3 - Bet $10, L, Balance $70
[19:29:01] Exp 1465: R4 - Bet $10, L, Balance $60
[19:29:10] Exp 1466: R1 - Bet $20, L, Balance $80
[19:29:14] Exp 1466: R2 - Bet $15, L, Balance $65
[19:29:17] Exp 1466: R3 - Bet $15, W, Balance $95
[19:29:20] Exp 1466: R4 - Bet $15, L, Balance $80
[19:29:26] Exp 1466: R5 - Bet $15, W, Balance $110
[19:29:29] Exp 1466: R6 - Bet $20, W, Balance $150
[19:29:32] Exp 1466: R7 - Bet $20, L, Balance $130
[19:29:37] Exp 1466: R8 - Bet $20, L, Balance $110
[19:29:41] Exp 1466: R9 - Bet $20, W, Balance $150
[19:29:44] Exp 1466: R10 - Bet $20, L, Balance $130
[19:29:47] Exp 1466: R11 - Bet $20, L, Balance $110
[19:29:51] Exp 1466: R12 - Bet $15, L, Balance $95
[19:29:55] Exp 1466: R13 - Bet $15, L, Balance $80
[19:29:59] Exp 1466: R14 - Bet $15, L, Balance $65
[19:30:02] Exp 1466: R15 - Bet $15, W, Balance $95
[19:30:07] Exp 1466: R16 - Bet $15, L, Balance $80
[19:30:12] Exp 1466: R17 - Bet $20, L, Balance $60
[19:30:15] Exp 1466: R18 - Bet $10, L, Balance $50
[19:30:19] Exp 1466: R19 - Bet $15, L, Balance $35
[19:30:22] Exp 1466: R20 - Bet $15, L, Balance $20
[19:30:26] Exp 1466: R21 - Bet $10, L, Balance $10
[19:30:31] Exp 1466: R22 - Bet $5, W, Balance $20
[19:30:35] Exp 1466: R23 - Bet $10, L, Balance $10
[19:30:38] Exp 1466: R24 - Bet $5, L, Balance $5
[19:30:41] Exp 1466: R25 - Bet $5, L, Balance $0
[19:30:46] Exp 1467: R1 - Bet $10, L, Balance $90
[19:30:49] Exp 1467: R2 - Bet $5, W, Balance $100
[19:30:52] Exp 1467: R3 - Bet $5, L, Balance $95
[19:30:56] Exp 1467: R4 - Bet $5, L, Balance $90
[19:30:59] Exp 1467: R5 - Bet $5, L, Balance $85
[19:31:05] Exp 1468: R1 - Bet $10, L, Balance $90
[19:31:08] Exp 1468: R2 - Bet $5, L, Balance $85
[19:31:11] Exp 1468: R3 - Bet $5, L, Balance $80
[19:31:14] Exp 1468: R4 - Bet $5, L, Balance $75
[19:31:17] Exp 1468: R5 - Bet $5, L, Balance $70
[19:31:24] Exp 1469: R1 - Bet $15, L, Balance $85
[19:31:26] Exp 1469: R2 - Bet $15, W, Balance $115
[19:31:30] Exp 1469: R3 - Bet $15, W, Balance $145
[19:31:33] Exp 1469: R4 - Bet $20, L, Balance $125
[19:31:37] Exp 1469: R5 - Bet $20, W, Balance $165
[19:31:40] Exp 1469: R6 - Bet $20, W, Balance $205
[19:31:44] Exp 1469: R7 - Bet $15, L, Balance $190
[19:31:46] Exp 1469: R8 - Bet $20, L, Balance $170
[19:31:49] Exp 1469: R9 - Bet $15, L, Balance $155
[19:31:51] Exp 1469: R10 - Bet $15, L, Balance $140
[19:31:54] Exp 1469: R11 - Bet $10, L, Balance $130
[19:32:01] Exp 1470: R1 - Bet $10, W, Balance $120
[19:32:04] Exp 1470: R2 - Bet $5, L, Balance $115
[19:32:08] Exp 1470: R3 - Bet $5, L, Balance $110
[19:32:13] Exp 1470: R4 - Bet $5, W, Balance $120
[19:32:17] Exp 1470: R5 - Bet $10, W, Balance $140
[19:32:21] Exp 1470: R6 - Bet $10, L, Balance $130
[19:32:24] Exp 1470: R7 - Bet $5, L, Balance $125
[19:32:27] Exp 1470: R8 - Bet $5, L, Balance $120
[19:32:31] Exp 1470: R9 - Bet $5, L, Balance $115
[19:32:34] Exp 1470: R10 - Bet $5, W, Balance $125
[19:32:37] Exp 1470: R11 - Bet $10, L, Balance $115
[19:32:41] Exp 1470: R12 - Bet $5, L, Balance $110
[19:32:45] Exp 1470: R13 - Bet $5, L, Balance $105
[19:32:50] Exp 1471: R1 - Bet $20, L, Balance $80
[19:32:53] Exp 1471: R2 - Bet $15, L, Balance $65
[19:32:55] Exp 1471: R3 - Bet $10, L, Balance $55
[19:33:00] Exp 1471: R4 - Bet $10, L, Balance $45
[19:33:03] Exp 1471: R5 - Bet $10, W, Balance $65
[19:33:07] Exp 1471: R6 - Bet $15, W, Balance $95
[19:33:09] Exp 1471: R7 - Bet $10, W, Balance $115
[19:33:13] Exp 1471: R8 - Bet $15, L, Balance $100
[19:33:16] Exp 1471: R9 - Bet $15, W, Balance $130
[19:33:19] Exp 1471: R10 - Bet $10, L, Balance $120
[19:33:22] Exp 1471: R11 - Bet $15, L, Balance $105
[19:33:25] Exp 1471: R12 - Bet $10, L, Balance $95
[19:33:28] Exp 1471: R13 - Bet $10, L, Balance $85
[19:33:34] Exp 1472: R1 - Bet $10, L, Balance $90
[19:33:38] Exp 1472: R2 - Bet $5, L, Balance $85
[19:33:42] Exp 1472: R3 - Bet $5, L, Balance $80
[19:33:45] Exp 1472: R4 - Bet $5, L, Balance $75
[19:33:48] Exp 1472: R5 - Bet $5, L, Balance $70
[19:33:51] Exp 1472: R6 - Bet $5, L, Balance $65
[19:33:54] Exp 1472: R7 - Bet $5, W, Balance $75
[19:33:57] Exp 1472: R8 - Bet $10, W, Balance $95
[19:34:01] Exp 1472: R9 - Bet $10, L, Balance $85
[19:34:03] Exp 1472: R10 - Bet $5, L, Balance $80
[19:34:07] Exp 1472: R11 - Bet $5, L, Balance $75
[19:34:10] Exp 1472: R12 - Bet $5, L, Balance $70
[19:34:13] Exp 1472: R13 - Bet $5, L, Balance $65
[19:34:16] Exp 1472: R14 - Bet $5, L, Balance $60
[19:34:24] Exp 1473: R1 - Bet $10, W, Balance $120
[19:34:27] Exp 1473: R2 - Bet $10, L, Balance $110
[19:34:32] Exp 1473: R3 - Bet $10, L, Balance $100
[19:34:36] Exp 1473: R4 - Bet $10, W, Balance $120
[19:34:40] Exp 1473: R5 - Bet $5, W, Balance $130
[19:34:44] Exp 1473: R6 - Bet $5, L, Balance $125
[19:34:49] Exp 1473: R7 - Bet $10, L, Balance $115
[19:34:54] Exp 1473: R8 - Bet $5, L, Balance $110
[19:34:57] Exp 1473: R9 - Bet $5, L, Balance $105
[19:35:00] Exp 1473: R10 - Bet $5, L, Balance $100
[19:35:10] Exp 1474: R1 - Bet $5, L, Balance $95
[19:35:15] Exp 1474: R2 - Bet $10, W, Balance $115
[19:35:17] Exp 1474: R3 - Bet $10, L, Balance $105
[19:35:20] Exp 1474: R4 - Bet $10, L, Balance $95
[19:35:26] Exp 1474: R5 - Bet $5, L, Balance $90
[19:35:29] Exp 1474: R6 - Bet $5, L, Balance $85
[19:35:36] Exp 1475: R1 - Bet $10, L, Balance $90
[19:35:43] Exp 1475: R2 - Bet $5, L, Balance $85
[19:35:47] Exp 1475: R3 - Bet $5, L, Balance $80
[19:35:49] Exp 1475: R4 - Bet $5, L, Balance $75
[19:35:53] Exp 1475: R5 - Bet $5, L, Balance $70
[19:36:00] Exp 1476: R1 - Bet $5, W, Balance $110
[19:36:05] Exp 1476: R2 - Bet $10, L, Balance $100
[19:36:08] Exp 1476: R3 - Bet $5, W, Balance $110
[19:36:10] Exp 1476: R4 - Bet $5, L, Balance $105
[19:36:13] Exp 1476: R5 - Bet $5, L, Balance $100
[19:36:16] Exp 1476: R6 - Bet $5, L, Balance $95
[19:36:19] Exp 1476: R7 - Bet $5, L, Balance $90
[19:36:25] Exp 1477: R1 - Bet $5, L, Balance $95
[19:36:28] Exp 1477: R2 - Bet $5, L, Balance $90
[19:36:30] Exp 1477: R3 - Bet $5, L, Balance $85
[19:36:36] Exp 1478: R1 - Bet $5, L, Balance $95
[19:36:38] Exp 1478: R2 - Bet $5, W, Balance $105
[19:36:42] Exp 1478: R3 - Bet $5, L, Balance $100
[19:36:48] Exp 1479: R1 - Bet $20, L, Balance $80
[19:36:53] Exp 1479: R2 - Bet $20, W, Balance $120
[19:36:57] Exp 1479: R3 - Bet $10, L, Balance $110
[19:37:00] Exp 1479: R4 - Bet $20, W, Balance $150
[19:37:04] Exp 1479: R5 - Bet $10, W, Balance $170
[19:37:08] Exp 1479: R6 - Bet $20, L, Balance $150
[19:37:13] Exp 1479: R7 - Bet $20, L, Balance $130
[19:37:17] Exp 1479: R8 - Bet $20, L, Balance $110
[19:37:21] Exp 1479: R9 - Bet $10, L, Balance $100
[19:37:25] Exp 1479: R10 - Bet $10, L, Balance $90
[19:37:33] Exp 1480: R1 - Bet $30, L, Balance $70
[19:37:37] Exp 1480: R2 - Bet $20, L, Balance $50
[19:37:40] Exp 1480: R3 - Bet $20, W, Balance $90
[19:37:45] Exp 1480: R4 - Bet $10, L, Balance $80
[19:37:48] Exp 1480: R5 - Bet $20, L, Balance $60
[19:37:53] Exp 1480: R6 - Bet $20, W, Balance $100
[19:37:58] Exp 1480: R7 - Bet $20, L, Balance $80
[19:38:05] Exp 1481: R1 - Bet $20, L, Balance $80
[19:38:07] Exp 1481: R2 - Bet $20, W, Balance $120
[19:38:11] Exp 1481: R3 - Bet $25, L, Balance $95
[19:38:14] Exp 1481: R4 - Bet $20, W, Balance $135
[19:38:18] Exp 1481: R5 - Bet $20, L, Balance $115
[19:38:22] Exp 1481: R6 - Bet $20, L, Balance $95
[19:38:26] Exp 1481: R7 - Bet $20, L, Balance $75
[19:38:29] Exp 1481: R8 - Bet $20, L, Balance $55
[19:38:32] Exp 1481: R9 - Bet $25, L, Balance $30
[19:38:34] Exp 1481: R10 - Bet $5, W, Balance $40
[19:38:38] Exp 1481: R11 - Bet $10, W, Balance $60
[19:38:41] Exp 1481: R12 - Bet $20, W, Balance $100
[19:38:45] Exp 1481: R13 - Bet $20, L, Balance $80
[19:38:50] Exp 1481: R14 - Bet $10, L, Balance $70
[19:38:53] Exp 1481: R15 - Bet $10, L, Balance $60
[19:38:57] Exp 1481: R16 - Bet $10, L, Balance $50
[19:39:01] Exp 1481: R17 - Bet $10, W, Balance $70
[19:39:04] Exp 1481: R18 - Bet $20, L, Balance $50
[19:39:08] Exp 1481: R19 - Bet $20, L, Balance $30
[19:39:12] Exp 1481: R20 - Bet $10, L, Balance $20
[19:39:17] Exp 1481: R21 - Bet $10, L, Balance $10
[19:39:20] Exp 1481: R22 - Bet $5, W, Balance $20
[19:39:25] Exp 1481: R23 - Bet $5, W, Balance $30
[19:39:28] Exp 1481: R24 - Bet $10, W, Balance $50
[19:39:32] Exp 1481: R25 - Bet $20, L, Balance $30
[19:39:36] Exp 1481: R26 - Bet $10, W, Balance $50
[19:39:40] Exp 1481: R27 - Bet $10, W, Balance $70
[19:39:45] Exp 1481: R28 - Bet $10, W, Balance $90
[19:39:48] Exp 1481: R29 - Bet $20, W, Balance $130
[19:39:52] Exp 1481: R30 - Bet $10, W, Balance $150
[19:39:54] Exp 1481: R31 - Bet $20, L, Balance $130
[19:39:58] Exp 1481: R32 - Bet $10, W, Balance $150
[19:40:02] Exp 1481: R33 - Bet $20, W, Balance $190
[19:40:06] Exp 1481: R34 - Bet $10, L, Balance $180
[19:40:11] Exp 1481: R35 - Bet $20, L, Balance $160
[19:40:15] Exp 1481: R36 - Bet $10, W, Balance $180
[19:40:19] Exp 1481: R37 - Bet $10, W, Balance $200
[19:40:23] Exp 1481: R38 - Bet $10, L, Balance $190
[19:40:27] Exp 1481: R39 - Bet $15, L, Balance $175
[19:40:32] Exp 1481: R40 - Bet $15, L, Balance $160
[19:40:35] Exp 1481: R41 - Bet $20, L, Balance $140
[19:40:38] Exp 1481: R42 - Bet $10, W, Balance $160
[19:40:43] Exp 1481: R43 - Bet $10, L, Balance $150
[19:40:46] Exp 1481: R44 - Bet $10, W, Balance $170
[19:40:51] Exp 1481: R45 - Bet $10, W, Balance $190
[19:40:55] Exp 1481: R46 - Bet $10, L, Balance $180
[19:40:58] Exp 1481: R47 - Bet $20, W, Balance $220
[19:41:02] Exp 1481: R48 - Bet $20, L, Balance $200
[19:41:07] Exp 1481: R49 - Bet $20, L, Balance $180
[19:41:12] Exp 1481: R50 - Bet $10, L, Balance $170
[19:41:15] Exp 1482: R1 - Bet $20, L, Balance $80
[19:41:19] Exp 1482: R2 - Bet $10, W, Balance $100
[19:41:23] Exp 1482: R3 - Bet $15, L, Balance $85
[19:41:28] Exp 1482: R4 - Bet $10, W, Balance $105
[19:41:33] Exp 1482: R5 - Bet $10, L, Balance $95
[19:41:37] Exp 1482: R6 - Bet $15, W, Balance $125
[19:41:42] Exp 1482: R7 - Bet $10, L, Balance $115
[19:41:46] Exp 1482: R8 - Bet $15, W, Balance $145
[19:41:51] Exp 1482: R9 - Bet $15, L, Balance $130
[19:41:57] Exp 1482: R10 - Bet $20, L, Balance $110
[19:42:00] Exp 1482: R11 - Bet $15, W, Balance $140
[19:42:05] Exp 1482: R12 - Bet $20, L, Balance $120
[19:42:10] Exp 1482: R13 - Bet $20, W, Balance $160
[19:42:15] Exp 1482: R14 - Bet $15, L, Balance $145
[19:42:19] Exp 1482: R15 - Bet $15, L, Balance $130
[19:42:25] Exp 1482: R16 - Bet $20, W, Balance $170
[19:42:29] Exp 1482: R17 - Bet $20, W, Balance $210
[19:42:34] Exp 1482: R18 - Bet $20, L, Balance $190
[19:42:37] Exp 1482: R19 - Bet $25, L, Balance $165
[19:42:41] Exp 1482: R20 - Bet $15, L, Balance $150
[19:42:44] Exp 1482: R21 - Bet $20, L, Balance $130
[19:42:47] Exp 1482: R22 - Bet $20, W, Balance $170
[19:42:54] Exp 1482: R23 - Bet $20, L, Balance $150
[19:42:58] Exp 1482: R24 - Bet $20, L, Balance $130
[19:43:03] Exp 1482: R25 - Bet $15, L, Balance $115
[19:43:06] Exp 1482: R26 - Bet $15, W, Balance $145
[19:43:10] Exp 1482: R27 - Bet $15, L, Balance $130
[19:43:14] Exp 1482: R28 - Bet $20, W, Balance $170
[19:43:18] Exp 1482: R29 - Bet $20, W, Balance $210
[19:43:21] Exp 1482: R30 - Bet $20, L, Balance $190
[19:43:25] Exp 1482: R31 - Bet $15, L, Balance $175
[19:43:28] Exp 1482: R32 - Bet $15, L, Balance $160
[19:43:35] Exp 1483: R1 - Bet $10, L, Balance $90
[19:43:37] Exp 1483: R2 - Bet $5, W, Balance $100
[19:43:40] Exp 1483: R3 - Bet $5, L, Balance $95
[19:43:44] Exp 1483: R4 - Bet $5, W, Balance $105
[19:43:47] Exp 1483: R5 - Bet $10, L, Balance $95
[19:43:52] Exp 1483: R6 - Bet $10, L, Balance $85
[19:43:56] Exp 1483: R7 - Bet $5, L, Balance $80
[19:43:59] Exp 1483: R8 - Bet $5, L, Balance $75
[19:44:03] Exp 1483: R9 - Bet $5, L, Balance $70
[19:44:05] Exp 1483: R10 - Bet $5, L, Balance $65
[19:44:08] Exp 1483: R11 - Bet $5, L, Balance $60
[19:44:16] Exp 1484: R1 - Bet $10, L, Balance $90
[19:44:19] Exp 1484: R2 - Bet $5, L, Balance $85
[19:44:23] Exp 1484: R3 - Bet $5, W, Balance $95
[19:44:27] Exp 1484: R4 - Bet $5, L, Balance $90
[19:44:30] Exp 1484: R5 - Bet $5, W, Balance $100
[19:44:34] Exp 1484: R6 - Bet $5, W, Balance $110
[19:44:38] Exp 1484: R7 - Bet $7, L, Balance $103
[19:44:43] Exp 1484: R8 - Bet $5, W, Balance $113
[19:44:49] Exp 1484: R9 - Bet $7, L, Balance $106
[19:44:53] Exp 1484: R10 - Bet $5, W, Balance $116
[19:44:58] Exp 1484: R11 - Bet $5, W, Balance $126
[19:45:02] Exp 1484: R12 - Bet $5, L, Balance $121
[19:45:06] Exp 1484: R13 - Bet $7, L, Balance $114
[19:45:10] Exp 1484: R14 - Bet $5, L, Balance $109
[19:45:13] Exp 1484: R15 - Bet $7, L, Balance $102
[19:45:17] Exp 1484: R16 - Bet $5, W, Balance $112
[19:45:21] Exp 1484: R17 - Bet $5, L, Balance $107
[19:45:24] Exp 1484: R18 - Bet $5, W, Balance $117
[19:45:28] Exp 1484: R19 - Bet $7, W, Balance $131
[19:45:32] Exp 1484: R20 - Bet $7, L, Balance $124
[19:45:37] Exp 1484: R21 - Bet $7, W, Balance $138
[19:45:41] Exp 1484: R22 - Bet $7, L, Balance $131
[19:45:45] Exp 1484: R23 - Bet $7, L, Balance $124
[19:45:49] Exp 1484: R24 - Bet $10, L, Balance $114
[19:45:53] Exp 1484: R25 - Bet $5, L, Balance $109
[19:45:57] Exp 1484: R26 - Bet $5, L, Balance $104
[19:46:01] Exp 1484: R27 - Bet $5, L, Balance $99
[19:46:04] Exp 1484: R28 - Bet $5, L, Balance $94
[19:46:15] Exp 1485: R1 - Bet $5, L, Balance $95
[19:46:19] Exp 1485: R2 - Bet $10, L, Balance $85
[19:46:24] Exp 1485: R3 - Bet $5, L, Balance $80
[19:46:27] Exp 1485: R4 - Bet $5, L, Balance $75
[19:46:31] Exp 1485: R5 - Bet $5, W, Balance $85
[19:46:35] Exp 1485: R6 - Bet $5, L, Balance $80
[19:46:38] Exp 1485: R7 - Bet $5, L, Balance $75
[19:46:42] Exp 1485: R8 - Bet $5, L, Balance $70
[19:46:47] Exp 1485: R9 - Bet $5, L, Balance $65
[19:46:54] Exp 1486: R1 - Bet $5, W, Balance $110
[19:46:59] Exp 1486: R2 - Bet $10, L, Balance $100
[19:47:02] Exp 1486: R3 - Bet $10, L, Balance $90
[19:47:05] Exp 1486: R4 - Bet $5, W, Balance $100
[19:47:09] Exp 1486: R5 - Bet $5, W, Balance $110
[19:47:27] Exp 1486: R6 - Bet $5, L, Balance $105
[19:47:31] Exp 1486: R7 - Bet $5, L, Balance $100
[19:47:35] Exp 1486: R8 - Bet $5, L, Balance $95
[19:47:44] Exp 1487: R1 - Bet $10, L, Balance $90
[19:47:48] Exp 1487: R2 - Bet $20, L, Balance $70
[19:47:51] Exp 1487: R3 - Bet $20, L, Balance $50
[19:47:59] Exp 1488: R1 - Bet $20, L, Balance $80
[19:48:05] Exp 1488: R2 - Bet $30, L, Balance $50
[19:48:08] Exp 1488: R3 - Bet $20, L, Balance $30
[19:48:11] Exp 1488: R4 - Bet $10, W, Balance $50
[19:48:15] Exp 1488: R5 - Bet $10, W, Balance $70
[19:48:18] Exp 1488: R6 - Bet $20, L, Balance $50
[19:48:21] Exp 1488: R7 - Bet $10, L, Balance $40
[19:48:26] Exp 1488: R8 - Bet $10, L, Balance $30
[19:48:34] Exp 1489: R1 - Bet $7, W, Balance $114
[19:48:37] Exp 1489: R2 - Bet $10, L, Balance $104
[19:48:41] Exp 1489: R3 - Bet $7, W, Balance $118
[19:48:44] Exp 1489: R4 - Bet $7, L, Balance $111
[19:48:48] Exp 1489: R5 - Bet $7, L, Balance $104
[19:48:53] Exp 1489: R6 - Bet $7, L, Balance $97
[19:48:57] Exp 1489: R7 - Bet $7, L, Balance $90
[19:49:00] Exp 1489: R8 - Bet $5, L, Balance $85
[19:49:08] Exp 1490: R1 - Bet $10, L, Balance $90
[19:49:11] Exp 1490: R2 - Bet $10, L, Balance $80
[19:49:14] Exp 1490: R3 - Bet $10, L, Balance $70
[19:49:19] Exp 1491: R1 - Bet $20, L, Balance $80
[19:49:22] Exp 1491: R2 - Bet $10, W, Balance $100
[19:49:26] Exp 1491: R3 - Bet $10, L, Balance $90
[19:49:29] Exp 1491: R4 - Bet $20, W, Balance $130
[19:49:32] Exp 1491: R5 - Bet $15, L, Balance $115
[19:49:36] Exp 1491: R6 - Bet $15, L, Balance $100
[19:49:39] Exp 1491: R7 - Bet $20, L, Balance $80
[19:49:42] Exp 1491: R8 - Bet $15, L, Balance $65
[19:49:45] Exp 1491: R9 - Bet $10, L, Balance $55
[19:49:49] Exp 1491: R10 - Bet $10, L, Balance $45
[19:49:51] Exp 1491: R11 - Bet $10, W, Balance $65
[19:49:54] Exp 1491: R12 - Bet $15, L, Balance $50
[19:49:57] Exp 1491: R13 - Bet $10, L, Balance $40
[19:50:00] Exp 1491: R14 - Bet $10, L, Balance $30
[19:50:03] Exp 1491: R15 - Bet $10, W, Balance $50
[19:50:06] Exp 1491: R16 - Bet $15, W, Balance $80
[19:50:09] Exp 1491: R17 - Bet $20, L, Balance $60
[19:50:13] Exp 1491: R18 - Bet $20, L, Balance $40
[19:50:16] Exp 1491: R19 - Bet $10, L, Balance $30
[19:50:19] Exp 1491: R20 - Bet $10, W, Balance $50
[19:50:22] Exp 1491: R21 - Bet $15, L, Balance $35
[19:50:26] Exp 1491: R22 - Bet $15, W, Balance $65
[19:50:29] Exp 1491: R23 - Bet $15, W, Balance $95
[19:50:32] Exp 1491: R24 - Bet $5, L, Balance $90
[19:50:36] Exp 1491: R25 - Bet $20, L, Balance $70
[19:50:39] Exp 1491: R26 - Bet $20, L, Balance $50
[19:50:43] Exp 1491: R27 - Bet $10, L, Balance $40
[19:50:46] Exp 1491: R28 - Bet $10, L, Balance $30
[19:50:49] Exp 1491: R29 - Bet $5, L, Balance $25
[19:50:53] Exp 1491: R30 - Bet $5, W, Balance $35
[19:50:56] Exp 1491: R31 - Bet $10, L, Balance $25
[19:50:59] Exp 1491: R32 - Bet $5, L, Balance $20
[19:51:02] Exp 1491: R33 - Bet $5, L, Balance $15
[19:51:04] Exp 1491: R34 - Bet $5, L, Balance $10
[19:51:07] Exp 1491: R35 - Bet $5, W, Balance $20
