[01:50:58] ================================================================================
[01:50:58] GPT-4O-MINI FIXED BET SIZE VARIATION EXPERIMENT
[01:50:58] Model: gpt-4o-mini
[01:50:58] Bet sizes: [30, 50, 70]
[14:44:20] Waiting 1s before retry...
[14:44:39] API error (attempt 2/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:44:39] Waiting 2s before retry...
[14:44:59] API error (attempt 3/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:44:59] Waiting 4s before retry...
[14:45:21] API error (attempt 4/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:45:21] Waiting 8s before retry...
[14:46:08] Exp 2941: R1 - Bet $30, W, Balance $160
[14:46:40] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:46:40] Waiting 1s before retry...
[14:47:05] Exp 2942: R1 - Bet $30, L, Balance $70
[14:47:36] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:47:36] Waiting 1s before retry...
[14:47:55] API error (attempt 2/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:47:55] Waiting 2s before retry...
[14:48:10] Exp 2944: R1 - Bet $50, W, Balance $200
[14:48:28] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:48:28] Waiting 1s before retry...
[14:48:34] Exp 2944: R2 - Bet $50, W, Balance $300
[14:48:52] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:48:52] Waiting 1s before retry...
[14:49:12] Exp 2945: R1 - Bet $70, L, Balance $30
[14:49:48] Exp 2946: R1 - Bet $70, L, Balance $30
[14:50:06] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:50:06] Waiting 1s before retry...
[14:50:40] Exp 2947: R1 - Bet $70, L, Balance $30
[14:50:58] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:50:58] Waiting 1s before retry...
[14:51:17] API error (attempt 2/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:51:17] Waiting 2s before retry...
[14:51:37] API error (attempt 3/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:51:37] Waiting 4s before retry...
[14:51:59] Exp 2948: R1 - Bet $30, L, Balance $70
[14:52:17] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:52:17] Waiting 1s before retry...
[14:52:24] Exp 2948: R2 - Bet $30, L, Balance $40
[14:52:58] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:52:58] Waiting 1s before retry...
[14:53:30] 💾 Intermediate results saved: 2950 experiments
[14:53:48] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:53:48] Waiting 1s before retry...
[14:54:07] API error (attempt 2/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:54:07] Waiting 2s before retry...
[14:54:32] Exp 2951: R1 - Bet $30, L, Balance $70
[14:54:54] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:54:54] Waiting 1s before retry...
[14:55:09] Exp 2952: R1 - Bet $70, L, Balance $30
[14:55:40] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:55:40] Waiting 1s before retry...
[14:55:59] API error (attempt 2/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:55:59] Waiting 2s before retry...
[14:56:41] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:56:41] Waiting 1s before retry...
[14:56:48] Exp 2954: R1 - Bet $70, L, Balance $30
[14:57:18] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:57:18] Waiting 1s before retry...
[14:57:37] API error (attempt 2/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:57:37] Waiting 2s before retry...
[14:58:03] Exp 2955: R1 - Bet $50, W, Balance $200
[14:58:21] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:58:21] Waiting 1s before retry...
[14:58:28] Exp 2955: R2 - Bet $50, L, Balance $150
[14:58:43] Exp 2955: R3 - Bet $50, W, Balance $250
[14:58:49] Exp 2955: R4 - Bet $50, W, Balance $350
[14:59:07] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:59:07] Waiting 1s before retry...
[14:59:34] Exp 2955: R5 - Bet $50, W, Balance $450
[14:59:52] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[14:59:52] Waiting 1s before retry...
[15:00:11] API error (attempt 2/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[15:00:11] Waiting 2s before retry...
[15:00:22] Exp 2955: R6 - Bet $50, W, Balance $550
[15:00:40] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[15:00:40] Waiting 1s before retry...
[15:00:51] Exp 2955: R7 - Bet $50, L, Balance $500
[15:01:50] Exp 2957: R1 - Bet $30, W, Balance $160
[15:02:16] Exp 2957: R2 - Bet $30, L, Balance $130
[15:02:28] Exp 2957: R3 - Bet $30, W, Balance $190
[15:02:46] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[15:02:46] Waiting 1s before retry...
[15:02:57] Exp 2957: R4 - Bet $30, L, Balance $160
[15:03:15] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[15:03:15] Waiting 1s before retry...
[15:03:25] Exp 2957: R5 - Bet $30, L, Balance $130
[15:03:43] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[15:03:43] Waiting 1s before retry...
[15:04:02] API error (attempt 2/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[15:04:02] Waiting 2s before retry...
[15:04:59] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[15:04:59] Waiting 1s before retry...
[15:05:08] Exp 2961: R1 - Bet $50, W, Balance $200
[15:06:27] Exp 2964: R1 - Bet $30, W, Balance $160
[15:06:50] Exp 2964: R2 - Bet $30, L, Balance $130
[15:07:51] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[15:07:51] Waiting 1s before retry...
[15:08:02] Exp 2967: R1 - Bet $30, L, Balance $70
[15:08:40] Exp 2968: R1 - Bet $50, L, Balance $50
[15:08:58] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
[15:08:58] Waiting 1s before retry...
[15:09:23] API error (attempt 1/10): Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-XPZGRhUj2yIB7hQPs2wFpW9K on requests per day (RPD): Limit 10000, Used 10000, Requested 1. Please try again in 8.64s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}
